file,section_id,title,start_line,end_line,score,confidence,action,destinations,signals,router_rows,summary
corpus_institutions/ci_18_community_life_voluntary_association_non_instrumental_time.md,CI-18,"Community life, voluntary association, and non-instrumental time",1,40,13,high,split-CI-and-CJS,CJS-3 / CJS-4; CJS-5A / CJS-4.1 / CJS-4.7; CJS-5C,multi-owner-routing(1); routing-read-with(2); shared-procedure(3); forum-system-touch(3),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R16 — Cross-institution coordination, deadlock, and escalation","**Purpose.** This section records **institutional and system design expectations** for **community belonging**, **cultural gathering**, **play**, **recreation**, **solitude**, and **non-productive time** that are **adjacent to** but **not exhausted by** **A..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.2,Published industry and domain mapping,64,92,13,high,split-CI-and-CJS,CJS-5A / CJS-4.1 / CJS-4.7; CJS-5D; CJS-5B,multi-owner-routing(1); routing-read-with(2); shared-procedure(1); dependency-failure(1); forum-system-touch(4),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)",Institutions with regulated or supervised scope must publish how major industries and regulatory domains under their authority are located against `corpus_systems.md` **Chapter S2** classes and **Chapter S3** stewardship tiers. Apply `corpus_joint_structure...
corpus_institutions/ci_05_conflict_integrity_anti_capture_anti_corruption.md,CI-5.1,Integrity trigger taxonomy and cross-layer routing (control package),57,103,13,high,split-CI-and-CJS,CJS-5B; CJS-5C; CJS-4.4,routing-read-with(2); shared-procedure(3); dependency-failure(2); forum-system-touch(4),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","This subsection names institutional trigger categories for **CI-5** (*Conflict integrity, anti-capture, and anti-corruption*) control maps and training. Shared cross-layer routing for integrity triggers is governed by `corpus_joint_structure.md` **CJS-5B.1*..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9,Classification-linked institutional obligations,1,36,11,medium,split-CI-and-CJS,CJS-5A / CJS-4.1 / CJS-4.7,multi-owner-routing(1); routing-read-with(1); shared-procedure(2); forum-system-touch(7),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Institutional governance burden must scale with `corpus_systems.md` Chapter S2 classes and Chapter S3 stewardship tiers. Where multiple classes/tiers apply, the highest applicable burden governs for affected duties. **Constitutional floor for institutional..."
corpus_institutions/ci_07_oversight_assurance_controls_evidence.md,CI-7.1,Controls declaration,40,74,11,medium,split-CI-and-CJS,CJS-5B; CJS-5A / CJS-4.1 / CJS-4.7; CJS-3 / CJS-4,joint-interface(1); routing-read-with(1); dependency-failure(2); forum-system-touch(4),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","At least annually, each institution must publish a declaration on whether material controls are operating effectively. If material controls fail, apply `corpus_joint_structure.md` **CJS-5B.1** (*Implementation and cross-implementation integrity assurance an..."
corpus_institutions/ci_01_scope_purpose_legitimacy_interface.md,CI-1.1,Definition discipline and source hierarchy,56,86,11,medium,split-CI-and-CJS,CJS-5D; CJS-5A / CJS-4.1 / CJS-4.7; CJS-3 / CJS-4,joint-interface(1); multi-owner-routing(1); dependency-failure(1); forum-system-touch(4),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"Definition discipline is single-home: - Constitutional definition structure, compliance-state meaning, offense classification, rights meaning, and authority-stack order remain in the numbered Sentient Constitution `core_*` files under the CJS shared preambl..."
corpus_institutions/ci_22_commons_cooperatives_mutual_aid_non_market_governance.md,CI-22,"Commons, cooperatives, mutual aid, and non-market community governance",1,40,9,medium,replace-with-pointer,CJS-5B; CJS-3 / CJS-4; CJS-5D,joint-interface(2); routing-read-with(1); shared-procedure(1),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** This section states the institutional application of `corpus_joint_structure.md` **CJS-5C.1** (*Implementation and cross-implementation quorum and participatory legitimacy terms*) **Commons, cooperative, and mutual-aid pathway integrity**, whil..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.4,"Survival floors, voluntary exchange, and markets (Article III-A interface)",252,286,9,medium,replace-with-pointer,CJS-5B; CJS-5A / CJS-4.1 / CJS-4.7; CJS-3 / CJS-4,multi-owner-routing(1); routing-read-with(1); shared-procedure(1); forum-system-touch(3),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** **Article III-A** (*Survival*) in `core_10-10_rights_part_*.md` states outcome obligations for essential resources, housing, and connectivity. Apply `corpus_joint_structure.md` **CJS-5A.4** (*Implementation and cross-implementation burden-of-ju..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.3.2,Authority composition,164,192,9,medium,replace-with-pointer,CJS-5B; CJS-5A / CJS-4.1 / CJS-4.7; CJS-3 / CJS-4,joint-interface(1); multi-owner-routing(2),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R01 — Delegated binding bodies and hybrid composition (non-forum institutions),"**CJS minimum.** Delegated subunits in scope must satisfy **`corpus_joint_structure.md` CJS-4.1** (*Mandatory hybrid authority composition*). This subsection states only the institutional exception route, capture-safeguard publication duty, and external-ass..."
corpus_institutions/ci_04_appointment_competency_rotation_removal.md,CI-4,"Appointment, competency, rotation, and removal",1,58,9,medium,replace-with-pointer,CJS-5A / CJS-4.1 / CJS-4.7; CJS-5C; CJS-3 / CJS-4,routing-read-with(3); shared-procedure(1); dependency-failure(1); forum-system-touch(1),CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"Institutions must maintain role criteria that are clear, relevant to impact, and accessible to qualified participants. Role assignment must not rely on arbitrary gatekeeping. Each institution must maintain: - qualification standards, - disqualification stan..."
corpus_institutions/ci_13_institutional_failure_sanctions_dissolution_accountability.md,CI-13,"Institutional failure, sanctions, dissolution, and accountability",1,52,7,medium,replace-with-pointer,CJS-5E; CJS-5B; CJS-5D,multi-owner-routing(1); cjs-cluster(1); forum-system-touch(2),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Apply `corpus_joint_structure.md` **CJS-5E.5** (*Implementation and cross-implementation structural review, correction urgency, and disclosure terms*) **Realignment resistance and dissolution-review trigger floor** for the shared rule on repeated anti-const..."
corpus_institutions/ci_12_transparency_participation_accessible_pathways.md,CI-12.3,Digital self-service pathway integrity,111,145,7,medium,replace-with-pointer,CJS-4.4; CJS-5D; CJS-5C,joint-interface(2); dependency-failure(1); forum-system-touch(1),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Digital self-service pathway integrity (Operational; Corpus Institutions) - OP-O: Apply `corpus_joint_structure.md` **CJS-5D.2** (*Implementation and cross-implementation interoperability, portability, and exit-integrity terms*) **Digital self-service pathw..."
corpus_institutions/ci_25_collective_public_health_epidemic_response_addiction_informed_care.md,CI-25,"Collective public health, epidemic response, and addiction-informed care",1,36,6,low,needs-human-review,CJS-5B; CJS-5E; CJS-4.4,multi-owner-routing(1); routing-read-with(1); forum-system-touch(1),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** This section frames **contagion**, **environmental** **exposure**, **population**-**level** **harms**, and **addiction** as **collective**-**care** and **governance** **problems** **under** **Article I-D**, **Article III-C**, **Article VII-C**,..."
corpus_institutions/ci_12_transparency_participation_accessible_pathways.md,CI-12,"Transparency, participation, and accessible pathways",1,37,6,low,needs-human-review,CJS-5C; CJS-3 / CJS-4; CJS-5B,routing-read-with(1); shared-procedure(1); forum-system-touch(3),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"Institutional governance must be understandable and accessible to materially affected participants. Institutions must provide practical access to participation, review, and challenge channels, including accessibility accommodations sufficient for substantiv..."
corpus_institutions/ci_08_cross_institution_coordination_escalation.md,CI-8,Cross-institution coordination and escalation,1,38,5,low,needs-human-review,CJS-3 / CJS-4; CJS-5B,routing-read-with(2); forum-system-touch(1),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R16 — Cross-institution coordination, deadlock, and escalation","Where institutions share jurisdiction, evidence custody, review responsibility, enforcement support, investigative interface, or forum-adjacent routing, they must maintain a published coordination and escalation protocol. The shared coordination, deadlock,..."
corpus_institutions/ci_06_procedure_integrity_contestability_secondary_review.md,CI-6,"Procedure integrity, contestability, and secondary review",1,36,5,low,needs-human-review,CJS-5A / CJS-4.1 / CJS-4.7; CJS-5B; CJS-4.4,shared-procedure(3); forum-system-touch(2),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Procedure rules here must remain consistent with **Chapter Five** (*Procedural Fairness*, *Contestability*, *Accountability*, *Redress and Remediation*) and with `core_02-04_definition_mechanics.md` **Chapter Four** verification and traceability rules. Shar..."
corpus_institutions/ci_01_scope_purpose_legitimacy_interface.md,CI-1,"Scope, purpose, and legitimacy interface",23,55,5,low,needs-human-review,CJS-3 / CJS-4; CJS-5E; CJS-5A / CJS-4.1 / CJS-4.7,joint-interface(1); routing-read-with(1); shared-procedure(1),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","CI-1 identifies this file as the institutional owner layer for formation, authorization, oversight, correction, and dissolution mechanics. Institutional procedures remain local to this file only where they implement those institutional mechanics and preserv..."
