file,section_id,title,start_line,end_line,score,confidence,action,destinations,signals,router_rows,summary
corpus_institutions/ci_21_relational_coercive_control_intimate_power_anti_domination.md,CI-21,"Relational coercive control, intimate power, and anti-domination routing",1,40,14,high,split-CI-and-CJS,CJS-5D; CJS-5C; CJS-4.4,multi-owner-routing(1); routing-read-with(2); shared-procedure(1); dependency-failure(2); forum-system-touch(4),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** This section makes **coercive control**, **economic dependence**, **isolation**, **reproductive pressure**, and **reputation** **threats** **legible** in **institutional** **routes** when they occur in **intimate**, **household**, **care**, **w..."
corpus_institutions/ci_14_transitional_governance_institutional_evolution.md,CI-14,Transitional governance and institutional evolution,1,35,13,high,split-CI-and-CJS,CJS-5D; CJS-5A / CJS-4.1 / CJS-4.7; CJS-5B,multi-owner-routing(1); routing-read-with(3); shared-procedure(1); forum-system-touch(3),CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R11 — Forum continuity,"Institutional redesign, consolidation, or transfer must preserve non-regression and continuity duties. Where the transition materially involves constitutional systems, institutions must read this section with `corpus_systems.md` **Protocol T** (*Transition..."
corpus_institutions/ci_13_institutional_failure_sanctions_dissolution_accountability.md,CI-13,"Institutional failure, sanctions, dissolution, and accountability",1,52,13,high,split-CI-and-CJS,CJS-5D; CJS-5C; CJS-5B,joint-interface(1); routing-read-with(3); dependency-failure(2); forum-system-touch(2),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)",**Constitutional index (abridged)** - Topic-level routing and cited authorities remain in subsection text and cross-references. - Canonical owner map: `corpus_joint_structure.md` **CJS-2.2** (*Topic router (stable IDs)*) and `doc_architecture.md` section 4....
corpus_institutions/ci_20_care_labor_dependent_support_respite_care_economy_fairness.md,CI-20,"Care labor, dependent support, respite, and care-economy fairness",1,42,12,high,split-CI-and-CJS,CJS-3 / CJS-4; CJS-5D; CJS-5C,routing-read-with(6); shared-procedure(1); dependency-failure(3),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** This section hardens **practical** support for **unpaid** and **paid** **care**, **respite**, **elder** and **disability** care, and **synthetic**/**substrate** **maintenance** burdens so **care** is **not** honored **abstractly** while **carer..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.2,Published industry and domain mapping,75,111,12,high,split-CI-and-CJS,CJS-5A / CJS-4.1 / CJS-4.7; CJS-5D; CJS-5B,multi-owner-routing(2); shared-procedure(1); dependency-failure(1); forum-system-touch(8),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)",Institutions with regulated or supervised scope must publish how major industries and regulatory domains under their authority are located against `corpus_systems.md` **Chapter S2** classes and **Chapter S3** stewardship tiers. That published map should use...
corpus_institutions/ci_08_cross_institution_coordination_escalation.md,CI-8,Cross-institution coordination and escalation,1,45,12,high,split-CI-and-CJS,CJS-5B; CJS-3 / CJS-4; CJS-5E,multi-owner-routing(1); routing-read-with(2); dependency-failure(1); forum-system-touch(7),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R16 — Cross-institution coordination, deadlock, and escalation","Where institutions share jurisdiction, they must maintain a published coordination and escalation protocol. That protocol must include: - conflict-order handling, - deadlock-breaker path, - evidence-sharing boundaries, - accountability assignment, - externa..."
corpus_institutions/ci_07_oversight_assurance_controls_evidence.md,CI-7,"Oversight, assurance, controls, and evidence",1,39,12,high,split-CI-and-CJS,CJS-5B; CJS-3 / CJS-4; CJS-5E,joint-interface(1); routing-read-with(4); shared-procedure(1),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)",**Constitutional index (abridged)** - Topic-level routing and cited authorities remain in subsection text and cross-references. - Canonical owner map: `corpus_joint_structure.md` **CJS-2.2** (*Topic router (stable IDs)*) and `doc_architecture.md` section 4....
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.4,"Survival floors, voluntary exchange, and markets (Article III-A interface)",271,311,11,medium,split-CI-and-CJS,CJS-3 / CJS-4; CJS-5B; CJS-5A / CJS-4.1 / CJS-4.7,multi-owner-routing(1); routing-read-with(1); shared-procedure(2); forum-system-touch(4),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** **Article III-A** (*Survival*) in `core_10-10_rights_part_*.md` states outcome obligations for essential resources, housing, and connectivity. This subsection records how institutions should connect those outcomes to public revenue, user charge..."
corpus_institutions/ci_01_scope_purpose_legitimacy_interface.md,CI-1.1,Definition discipline and source hierarchy,60,90,11,medium,split-CI-and-CJS,CJS-5D; CJS-5A / CJS-4.1 / CJS-4.7; CJS-3 / CJS-4,joint-interface(1); multi-owner-routing(1); dependency-failure(1); forum-system-touch(4),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"Definition discipline is single-home: - Constitutional definition structure, compliance-state meaning, offense classification, rights meaning, and authority-stack order remain in the numbered Sentient Constitution `core_*` files under the CJS shared preambl..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.3.2,Authority composition,183,211,9,medium,replace-with-pointer,CJS-3 / CJS-4; CJS-5A / CJS-4.1 / CJS-4.7; CJS-5B,joint-interface(2); multi-owner-routing(1),CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R01 — Delegated binding bodies and hybrid composition (non-forum institutions),**Joint minimum.** Delegated subunits in scope must satisfy **`corpus_joint_structure.md` CJS-4.1** (*Mandatory hybrid authority composition*). Read **CJS-4.1** (*Mandatory hybrid authority composition (delegated binding bodies)*) with **CI-9.3.1** (*Identi...
corpus_institutions/ci_07_oversight_assurance_controls_evidence.md,CI-7.1,Controls declaration,40,74,9,medium,replace-with-pointer,CJS-5E; CJS-5B; CJS-5D,routing-read-with(1); dependency-failure(3); forum-system-touch(4),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","At least annually, each institution must publish a declaration on whether material controls are operating effectively. If material controls fail, apply `corpus_joint_structure.md` **CJS-5B.1** (*Implementation and cross-implementation integrity assurance an..."
corpus_institutions/ci_04_appointment_competency_rotation_removal.md,CI-4,"Appointment, competency, rotation, and removal",1,58,9,medium,replace-with-pointer,CJS-5A / CJS-4.1 / CJS-4.7; CJS-5C; CJS-3 / CJS-4,routing-read-with(3); shared-procedure(1); dependency-failure(1); forum-system-touch(1),CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"Institutions must maintain role criteria that are clear, relevant to impact, and accessible to qualified participants. Role assignment must not rely on arbitrary gatekeeping. Each institution must maintain: - qualification standards, - disqualification stan..."
corpus_institutions/ci_24_neurodiversity_disability_justice_trauma_informed_participation.md,CI-24,"Neurodiversity, disability justice, and trauma-informed participation",1,38,8,medium,replace-with-pointer,CJS-5C; CJS-5D; CJS-5A / CJS-4.1 / CJS-4.7,routing-read-with(1); shared-procedure(2); dependency-failure(1); forum-system-touch(3),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** This section **operationalizes** **participation** **design** that **treats** **accessibility** as **more** than **entrance**-**level** **accommodation** — including **pacing**, **supported** **decision-making**, **communication** **alternative..."
corpus_institutions/ci_06_procedure_integrity_contestability_secondary_review.md,CI-6,"Procedure integrity, contestability, and secondary review",1,44,8,medium,replace-with-pointer,CJS-5B; CJS-5A / CJS-4.1 / CJS-4.7; CJS-4.4,routing-read-with(1); shared-procedure(8); forum-system-touch(2),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Procedure rules here must remain consistent with **Chapter Five** (*Procedural Fairness*, *Contestability*, *Accountability*, *Redress and Remediation*) and with `core_02-04_definition_mechanics.md` **Chapter Four** verification and traceability rules. Shar..."
corpus_institutions/ci_22_commons_cooperatives_mutual_aid_non_market_governance.md,CI-22,"Commons, cooperatives, mutual aid, and non-market community governance",1,40,7,medium,replace-with-pointer,CJS-5D; CJS-5B; CJS-5C,routing-read-with(1); shared-procedure(2); forum-system-touch(6),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Purpose.** This section supports **commons**-based and **community-managed** **resource** **patterns** **without** **forcing** every **durable** **institution** into **only** **state**, **corporate**, or **adversarial-forum** **molds** — while **keeping**..."
corpus_institutions/ci_12_transparency_participation_accessible_pathways.md,CI-12.3,Digital self-service pathway integrity,119,153,7,medium,replace-with-pointer,CJS-4.4; CJS-5D; CJS-5C,joint-interface(2); dependency-failure(1); forum-system-touch(1),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Digital self-service pathway integrity (Operational; Corpus Institutions) - OP-O: Apply `corpus_joint_structure.md` **CJS-5D.2** (*Implementation and cross-implementation interoperability, portability, and exit-integrity terms*) **Digital self-service pathw..."
corpus_institutions/ci_25_collective_public_health_epidemic_response_addiction_informed_care.md,CI-25,"Collective public health, epidemic response, and addiction-informed care",1,40,6,low,needs-human-review,CJS-5E; CJS-5C; CJS-5B,multi-owner-routing(1); routing-read-with(1); forum-system-touch(1),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"**Purpose.** This section frames **contagion**, **environmental** **exposure**, **population**-**level** **harms**, and **addiction** as **collective**-**care** and **governance** **problems** **under** **Article I-D**, **Article III-C**, **Article VII-C**,..."
corpus_institutions/ci_12_transparency_participation_accessible_pathways.md,CI-12,"Transparency, participation, and accessible pathways",1,37,6,low,needs-human-review,CJS-5C; CJS-3 / CJS-4; CJS-5B,routing-read-with(1); shared-procedure(1); forum-system-touch(3),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R18 — Class-scaled lane staffing and competency redundancy for materially binding stewardship,"Institutional governance must be understandable and accessible to materially affected participants. Institutions must provide practical access to participation, review, and challenge channels, including accessibility accommodations sufficient for substantiv..."
corpus_institutions/ci_09_classification_linked_institutional_obligations.md,CI-9.1,Formation proportionality,37,74,6,low,needs-human-review,CJS-5B; CJS-5D; CJS-5A / CJS-4.1 / CJS-4.7,shared-procedure(3); dependency-failure(1); forum-system-touch(2),"CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)",Institutions whose governed scope is only planned Class P systems must have low-friction and low-cost formation paths with simplified pre-authorization checks. Institutions governing Class A systems must satisfy extensive due diligence proportional to scope...
corpus_institutions/ci_14_transitional_governance_institutional_evolution.md,CI-14.2,"Article XXV-D — trigger catalog, anti-abuse metrics, and publication requirements",79,128,5,low,needs-human-review,CJS-5B; CJS-5E; CJS-5C,routing-read-with(2); dependency-failure(2),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","**Constitutional home:** **Chapter Ten**, **Article XXV-D** (*Non-Compliant Property, Seizure, Impoundment, Quarantine, Forfeiture, and Voluntary Turnover Incentives*). This subsection is **implementation-only**; it does not restate the Rights Floor. **Trig..."
corpus_institutions/ci_12_transparency_participation_accessible_pathways.md,CI-12.1,"Stakeholder oversight, notification, and binding-governance pathway integrity",38,74,5,low,needs-human-review,CJS-5C; CJS-5D; CJS-5B,shared-procedure(1); dependency-failure(4),"CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R15 — Contest-integrity monitoring (pathway integrity, not merits)","Institutions must maintain practical channels through which materially affected stakeholders can receive notice, participate, contest, and track outcomes for governance decisions that materially affect them. **Stakeholder oversight channels.** Institutions..."
corpus_institutions/ci_02_institutional_design_separation_of_powers.md,CI-2.2,Functional separation lanes,60,95,5,low,needs-human-review,CJS-5B; CJS-5E,routing-read-with(1); shared-procedure(2); dependency-failure(1),CJS-R17 — Cross-implementation trust integrity (joint operation model); CJS-R19 — Implementation and cross-implementation integrity assurance and resilience operations; CJS-R14 — Institutional functional lanes and non-delegable splits,"Institutions must separate core governance functions enough to prevent capture, unchecked concentration, and silent failure. The following functional separations (lanes) must be maintained: - direction and policy lane, - execution lane, - challenge and revi..."
